fecha	entrada	algoritmo	obs	subsamble	colsample_bytree	eta	alpha	lambda	gamma	min_child_weight	max_depth	iteracion	tiempo	merror	
20171227 213125	train.csv	xgboost_merror	todas	1	1	0.2946934	1.488996	1.078793	1.484704	1.562987	11	2	0.911974	-0.2696774	
20171227 213126	train.csv	xgboost_merror	todas	1	1	0.2531467	1.165586	1.079255	0.533962	1.633193	10	3	1.139656	-0.272234	
20171227 213127	train.csv	xgboost_merror	todas	1	1	0.3481361	1.595151	0.8612624	0.9041706	1.701568	19	5	0.8584776	-0.2746814	
20171227 213133	train.csv	xgboost_merror	todas	1	1	0.3100676	0.5986481	0.8576905	1.808137	1.72279	18	5	5.405806	-0.26924	
20171227 213134	train.csv	xgboost_merror	todas	1	1	0.3129561	1.171403	1.048303	1.49171	1.46781	18	1	0.7920177	-0.272417	
20171227 213134	train.csv	xgboost_merror	todas	1	1	0.2771925	0.2384148	0.9395689	1.219584	1.316171	15	3	0.838115	-0.2668276	
20171227 213135	train.csv	xgboost_merror	todas	1	1	0.2775258	1.045403	1.071758	1.542845	1.592631	19	4	0.8412354	-0.2693852	
20171227 213136	train.csv	xgboost_merror	todas	1	1	0.3093445	1.623057	1.120535	0.5093462	1.566402	9	8	0.7903552	-0.2668264	
20171227 213137	train.csv	xgboost_merror	todas	1	1	0.3455056	1.163863	1.126818	1.572202	1.038488	17	2	0.7836442	-0.2696044	
20171227 213138	train.csv	xgboost_merror	todas	1	1	0.2924553	1.113005	1.177007	0.797747	1.983052	9	4	0.6948884	-0.2693862	
20171227 213139	train.csv	xgboost_merror	todas	1	1	0.3330425	0.9763022	0.8360859	1.79307	1.475353	12	14	0.8142614	-0.2747906	
20171227 213140	train.csv	xgboost_merror	todas	1	1	0.3314238	0.9182327	0.8327777	1.708767	0.9555763	17	14	1.028124	-0.2747174	
20171227 213141	train.csv	xgboost_merror	todas	1	1	0.265319	1.933063	1.035592	0.4315486	1.970678	14	6	0.9538927	-0.2666094	
20171227 213142	train.csv	xgboost_merror	todas	1	1	0.3383114	0.194958	1.011983	1.350275	1.207423	18	4	0.8465276	-0.272162	
20171227 213143	train.csv	xgboost_merror	todas	1	1	0.3399464	0.9000292	0.9912476	1.197071	1.443828	15	3	0.9634783	-0.2721268	
20171227 213144	train.csv	xgboost_merror	todas	1	1	0.2993665	0.4923511	0.8713524	1.984362	1.144499	7	15	0.7663505	-0.2612028	
20171227 213145	train.csv	xgboost_merror	todas	1	1	0.2982429	1.665587	1.03035	0.8538378	1.492267	15	3	0.8071809	-0.2694592	
20171227 213146	train.csv	xgboost_merror	todas	1	1	0.3053737	0.3791355	0.920461	0.8429165	1.050478	13	4	1.255681	-0.2696764	
20171227 213147	train.csv	xgboost_merror	todas	1	1	0.3356381	1.827631	0.8937486	1.23328	1.864555	19	11	0.7586281	-0.2827526	
20171227 213148	train.csv	xgboost_merror	todas	1	1	0.2625202	0.5056502	0.8090979	0.6467139	0.9924994	10	16	0.91784	-0.2695332	
20171227 213149	train.csv	xgboost_merror	todas	1	1	0.2911781	1.009716	0.8186868	0.7900412	1.974511	7	16	0.7753377	-0.2748638	
20171227 213320	train.csv	xgboost_merror	todas	1	1	0.25	1.73701	1.2	0.5309215	2	7	7	0.7833774	-0.2747906	
20171227 213439	train.csv	xgboost_merror	todas	1	1	0.3246939	0.5168572	0.9206537	1.280294	1.556699	11	2	0.7925224	-0.264125	
20171227 213612	train.csv	xgboost_merror	todas	1	1	0.2837756	0.512046	0.8885202	1.969821	1.021117	16	11	0.8910756	-0.277385	
20171227 213750	train.csv	xgboost_merror	todas	1	1	0.3380157	0.5282797	1.126361	1.370597	1.057932	6	3	0.8246906	-0.2721268	
20171227 213911	train.csv	xgboost_merror	todas	1	1	0.289044	1.656689	1.112011	0.08096014	1.080516	7	10	0.7059636	-0.2776044	
20171227 214033	train.csv	xgboost_merror	todas	1	1	0.3488243	0.4819418	1.148949	1.645786	1.927867	11	11	0.8027239	-0.2696042	
20171227 214204	train.csv	xgboost_merror	todas	1	1	0.2663578	0.4879799	1.19516	1.543649	1.299219	8	19	0.6913741	-0.2694952	
20171227 214326	train.csv	xgboost_merror	todas	1	1	0.2720556	0.5294646	1.101989	1.899331	1.152205	9	4	0.9044008	-0.2746452	
20171227 214516	train.csv	xgboost_merror	todas	1	1	0.2976275	0.5051342	0.8962739	1.455281	1.179609	8	5	1.073653	-0.2639798	
20171227 214658	train.csv	xgboost_merror	todas	1	1	0.2828872	0.5872638	1.2	1.358705	1.150868	16	15	0.9906533	-0.2668276	
20171227 214854	train.csv	xgboost_merror	todas	1	1	0.2964753	0.5961698	1.185156	1.742282	1.438731	6	14	0.6412048	-0.269276	
20171227 215032	train.csv	xgboost_merror	todas	1	1	0.2817485	0.4123292	1.04028	1.434779	0.9048269	6	3	0.6020911	-0.2642	
20171227 215238	train.csv	xgboost_merror	todas	1	1	0.3002755	0.3917203	1.2	1.809967	0.9	6	11	0.6476822	-0.269275	
20171227 215437	train.csv	xgboost_merror	todas	1	1	0.2841952	0.6672411	0.880244	1.552449	1.455405	16	14	1.046054	-0.2666812	
20171227 215638	train.csv	xgboost_merror	todas	1	1	0.3025716	0.3967233	0.8	1.783023	1.005483	10	13	1.005491	-0.280343	
20171227 215809	train.csv	xgboost_merror	todas	1	1	0.312767	0.5058982	1.194513	0.7729709	1.764709	11	3	0.7305338	-0.2695312	
20171227 215952	train.csv	xgboost_merror	todas	1	1	0.3383679	1.747766	0.8148771	0.7062795	1.375946	9	7	0.8337612	-0.2801586	
20171227 220202	train.csv	xgboost_merror	todas	1	1	0.28477	0.8010599	1.121744	1.513822	1.092697	8	12	0.9381762	-0.269239	
20171227 220420	train.csv	xgboost_merror	todas	1	1	0.3372992	0.82927	1.181938	1.781079	0.9	10	12	1.076018	-0.2720148	
20171227 220614	train.csv	xgboost_merror	todas	1	1	0.3063596	0.6153839	1.081982	1.99961	1.80028	15	12	0.8135574	-0.2720508	
20171227 220831	train.csv	xgboost_merror	todas	1	1	0.289961	1.571942	1.092113	0.689201	0.945338	10	10	0.72212	-0.2776386	
20171227 221035	train.csv	xgboost_merror	todas	1	1	0.2810723	0.5364251	0.9206536	1.560399	0.9	7	6	0.6815603	-0.2639426	
20171227 221252	train.csv	xgboost_merror	todas	1	1	0.2857991	0.5465685	1.193715	1.293877	1.525465	8	5	0.8376892	-0.2639066	
20171227 221533	train.csv	xgboost_merror	todas	1	1	0.3176924	0.299793	1.148818	1.984287	1.110139	6	12	1.597863	-0.272088	
20171227 221733	train.csv	xgboost_merror	todas	1	1	0.3307259	0.4625103	0.8814028	1.496874	1.430415	6	3	1.117338	-0.2640898	
20171227 222030	train.csv	xgboost_merror	todas	1	1	0.2547393	0.5344348	0.8	1.777135	1.272212	6	3	0.6916273	-0.2719798	
20171227 222251	train.csv	xgboost_merror	todas	1	1	0.3094971	0.6274988	1.147148	1.435208	1.476511	17	4	0.9390221	-0.2638706	
20171227 222533	train.csv	xgboost_merror	todas	1	1	0.3124324	0.656535	1.143176	1.790737	1.144442	9	16	3.4197	-0.2639418	
20171227 222821	train.csv	xgboost_merror	todas	1	1	0.3098716	0.4185832	0.8615096	0.9284714	1.484008	18	3	0.8985851	-0.2668286	
20171227 223127	train.csv	xgboost_merror	todas	1	1	0.2564724	0.4928132	1.072242	1.678514	0.9138107	14	4	1.086072	-0.2666824	
20171227 223425	train.csv	xgboost_merror	todas	1	1	0.2876544	0.7698046	1.154505	0.6620811	1.504651	11	7	0.8638101	-0.2589018	
20171227 223725	train.csv	xgboost_merror	todas	1	1	0.3055538	0.6890263	0.8903634	0.009826078	1.530847	12	7	0.5359371	-0.2750108	
20171227 224056	train.csv	xgboost_merror	todas	1	1	0.2687146	0.7489418	0.9110867	0.57639	1.496633	15	8	0.870086	-0.264197	
20171227 224403	train.csv	xgboost_merror	todas	1	1	0.286153	0.8841427	1.194563	1.286304	1.502489	8	5	0.6383352	-0.261204	
20171227 224722	train.csv	xgboost_merror	todas	1	1	0.2884458	0.7967413	1.2	0.6880937	1.441495	8	6	0.6725659	-0.2587554	
20171227 225052	train.csv	xgboost_merror	todas	1	1	0.2764616	0.4622756	1.041998	0.5729723	1.374446	17	4	0.7688987	-0.2641978	
20171227 225434	train.csv	xgboost_merror	todas	1	1	0.2864785	1.056955	1.154803	0.6198242	1.482365	11	6	0.7488737	-0.2694572	
20171227 225817	train.csv	xgboost_merror	todas	1	1	0.2779353	0.6209473	1.2	0.8978716	0.9	14	5	0.8410766	-0.2614952	
20171227 230148	train.csv	xgboost_merror	todas	1	1	0.2751269	1.640302	1.173017	0.3283651	1.555677	18	8	0.8605673	-0.2776024	
20171227 230517	train.csv	xgboost_merror	todas	1	1	0.2900452	0.7130627	0.8469956	0.8258359	1.467426	18	5	1.019194	-0.2667916	
20171227 230909	train.csv	xgboost_merror	todas	1	1	0.3182113	0.4959887	0.8910875	2	1.227696	10	12	0.7701085	-0.2639066	
20171227 231313	train.csv	xgboost_merror	todas	1	1	0.2692501	0.7306059	1.187874	0.935525	1.475666	9	4	1.088079	-0.2667916	
20171227 231710	train.csv	xgboost_merror	todas	1	1	0.3044622	0.7691239	1.196296	1.142567	1.504693	7	3	0.6475873	-0.2693862	
20171227 232042	train.csv	xgboost_merror	todas	1	1	0.3056769	0.5256374	0.8172112	2	1.16189	18	16	1.024123	-0.2719066	
20171227 232504	train.csv	xgboost_merror	todas	1	1	0.287689	0.5772903	1.2	1.038715	0.9	6	10	0.6173379	-0.2615674	
20171227 232850	train.csv	xgboost_merror	todas	1	1	0.2867841	0.6074429	1.2	0.6233381	1.27102	10	7	4.262342	-0.2641978	
20171227 233324	train.csv	xgboost_merror	todas	1	1	0.2837506	0.7904344	0.9287371	0.768207	1.534067	6	5	0.7015073	-0.2587936	
20171227 233736	train.csv	xgboost_merror	todas	1	1	0.2977836	0.6003577	1.2	2	1.027512	6	15	4.130212	-0.2746084	
20171227 234142	train.csv	xgboost_merror	todas	1	1	0.2845459	0.5991556	1.199849	0.1898097	1.43123	7	5	0.6547272	-0.2749006	
20171227 234538	train.csv	xgboost_merror	todas	1	1	0.2682958	0.5892761	1.2	1.084391	0.9	6	7	0.6259565	-0.25324	
20171227 234948	train.csv	xgboost_merror	todas	1	1	0.2668071	0.7331718	1.111707	1.013023	0.9008109	7	12	0.8164837	-0.2641248	
20171227 235359	train.csv	xgboost_merror	todas	1	1	0.2698399	0.4900998	1.2	1.049257	0.9	10	6	0.8602238	-0.2695312	
20171227 235716	train.csv	xgboost_merror	todas	1	1	0.2855744	0.8120164	0.9879847	0.7746901	1.651381	18	10	0.733393	-0.2748638	
20171228 000059	train.csv	xgboost_merror	todas	1	1	0.2623886	0.6085147	1.179778	1.050584	1.652239	8	5	2.26958	-0.2668278	
20171228 000418	train.csv	xgboost_merror	todas	1	1	0.2654729	0.6179387	0.8720371	1.037522	0.9	6	8	0.6354394	-0.269459	
20171228 000759	train.csv	xgboost_merror	todas	1	1	0.2817187	0.770557	1.035932	0.4984821	0.9885953	11	3	0.7929986	-0.2777124	
20171228 001116	train.csv	xgboost_merror	todas	1	1	0.2529359	0.6224079	1.2	1.317554	0.9	8	4	1.011062	-0.2667564	
20171228 001523	train.csv	xgboost_merror	todas	1	1	0.2897052	0.786708	1.000685	0.9422755	1.506927	9	6	0.955915	-0.2613852	
20171228 001822	train.csv	xgboost_merror	todas	1	1	0.3048597	0.6615752	1.048792	1.30774	1.147128	14	3	0.9580045	-0.269351	
20171228 002201	train.csv	xgboost_merror	todas	1	1	0.2673243	0.5667793	1.059985	1.085291	0.9	11	4	0.7619684	-0.2667924	
20171228 002612	train.csv	xgboost_merror	todas	1	1	0.3136836	0.5758848	0.8748637	1.95105	1.345089	7	13	0.6791883	-0.2612758	
20171228 003036	train.csv	xgboost_merror	todas	1	1	0.2827378	0.8990087	1.095863	0.4843424	1.582179	7	6	0.6180031	-0.2668636	
20171228 003450	train.csv	xgboost_merror	todas	1	1	0.2669229	0.6185822	1.2	0.9122313	1.055174	6	3	2.28847	-0.272307	
20171228 003808	train.csv	xgboost_merror	todas	1	1	0.2868533	0.848276	1.156009	0.6287698	1.435776	11	5	2.663344	-0.2614584	
20171228 004354	train.csv	xgboost_merror	todas	1	1	0.2649428	0.7250358	1.2	1.160921	0.9117611	6	4	0.7938068	-0.2666826	
20171228 004724	train.csv	xgboost_merror	todas	1	1	0.2789657	0.806763	1.078017	0.3382094	1.489133	6	5	0.6772068	-0.2559446	
20171228 005059	train.csv	xgboost_merror	todas	1	1	0.3159277	0.5221691	1.029555	1.682298	1.434986	11	13	0.7767015	-0.2666814	
20171228 005436	train.csv	xgboost_merror	todas	1	1	0.275883	0.8263032	1.164098	0.5730613	1.510528	10	6	0.6617994	-0.264088	
20171228 005821	train.csv	xgboost_merror	todas	1	1	0.3192385	0.5169394	1.035136	1.699155	1.313394	8	12	0.8643057	-0.269385	
20171228 010228	train.csv	xgboost_merror	todas	1	1	0.2866155	0.5872338	1.134596	1.185915	1.465515	18	4	0.9294703	-0.2666094	
20171228 010624	train.csv	xgboost_merror	todas	1	1	0.3129717	0.5165292	1.050597	1.147222	1.156382	7	7	0.7582645	-0.2667558	
20171228 011043	train.csv	xgboost_merror	todas	1	1	0.3277416	0.6153559	0.8788759	1.455596	1.413835	7	3	0.6305082	-0.261241	
20171228 011510	train.csv	xgboost_merror	todas	1	1	0.2841884	0.7306049	1.189714	1.386588	1.529107	7	11	0.8185706	-0.269312	
20171228 011921	train.csv	xgboost_merror	todas	1	1	0.2934506	0.7105597	1.146503	0.9543496	1.475597	14	6	0.8523571	-0.2586464	
20171228 012354	train.csv	xgboost_merror	todas	1	1	0.2938282	0.606548	1.059185	1.327988	1.521775	13	14	0.9163435	-0.2667916	
20171228 012837	train.csv	xgboost_merror	todas	1	1	0.3113702	0.5918566	0.8250262	2	1.186558	7	15	0.6879659	-0.2639788	
20171228 013251	train.csv	xgboost_merror	todas	1	1	0.2791374	0.8770072	1.152162	0.8603414	1.434137	6	7	0.5707414	-0.2694942	
20171228 013658	train.csv	xgboost_merror	todas	1	1	0.2750163	0.6248928	1.2	1.749527	0.9	7	3	0.8240647	-0.2665372	
20171228 014108	train.csv	xgboost_merror	todas	1	1	0.2921323	0.7899319	1.199043	0.2107226	1.441898	8	5	2.821796	-0.2721988	
20171228 014502	train.csv	xgboost_merror	todas	1	1	0.2875097	0.749116	1.032117	0.7392184	1.426198	10	6	0.6843169	-0.2560888	
20171228 014919	train.csv	xgboost_merror	todas	1	1	0.2937184	0.6408378	1.15388	0.8344776	1.419487	9	6	0.7914286	-0.2696044	
20171228 015333	train.csv	xgboost_merror	todas	1	1	0.2925487	0.7784862	1.112555	1.03192	1.423833	12	5	2.651254	-0.2666092	
20171228 015746	train.csv	xgboost_merror	todas	1	1	0.3016597	0.7482235	1.122347	0.6951632	1.451321	10	7	1.195838	-0.264306	
20171228 020159	train.csv	xgboost_merror	todas	1	1	0.2789129	0.7679851	1.042114	0.5098799	1.428633	12	6	0.6619089	-0.2694942	
20171228 020840	train.csv	xgboost_merror	todas	1	1	0.2590781	0.7460883	1.154814	0.7202776	1.429166	9	10	0.8150332	-0.2696774	
20171228 021326	train.csv	xgboost_merror	todas	1	1	0.2813188	0.7624386	1.10393	0.8433222	1.467795	14	4	1.096069	-0.2694942	
20171228 024819	train.csv	xgboost_merror	todas	1	1	0.3498141	0.7004799	0.8772276	0.7202957	0.9	6	5	0.6095819	-0.2587196	
20171228 025242	train.csv	xgboost_merror	todas	1	1	0.2893353	0.861157	1.159466	0.7946328	1.478972	9	5	0.8923068	-0.2559426	
20171228 025724	train.csv	xgboost_merror	todas	1	1	0.3059944	0.6930672	1.186812	0.9144344	1.505386	14	6	0.9035559	-0.2666812	
20171228 030239	train.csv	xgboost_merror	todas	1	1	0.2965138	0.8972605	1.15811	0.7276816	1.503769	11	5	0.6993949	-0.26942	
20171228 034104	train.csv	xgboost_merror	todas	1	1	0.3492159	0.8765343	0.8873433	0.02650502	0.9	6	4	1.220899	-0.2641618	
20171228 034723	train.csv	xgboost_merror	todas	1	1	0.2734371	0.8985402	1.138584	0.3296469	1.037858	6	6	0.5955372	-0.2668286	
20171228 035216	train.csv	xgboost_merror	todas	1	1	0.2840109	0.7694873	1.14947	0.7348489	1.472276	9	6	0.7637126	-0.261423	
20171228 043521	train.csv	xgboost_merror	todas	1	1	0.2889034	0.7283707	1.042227	2.220446e-16	1.359825	6	6	0.5421474	-0.2480166	
20171228 051804	train.csv	xgboost_merror	todas	1	1	0.2831064	0.8439936	0.8149322	2.220446e-16	2	6	3	0.537477	-0.261495	
20171228 052334	train.csv	xgboost_merror	todas	1	1	0.2918876	0.641963	1.185352	1.122325	1.417769	15	5	4.6081	-0.261313	
20171228 052859	train.csv	xgboost_merror	todas	1	1	0.2889376	0.8599068	1.2	0.9541964	1.36386	9	5	0.6911905	-0.261349	
20171228 053444	train.csv	xgboost_merror	todas	1	1	0.288031	0.8402225	1.2	0.7948861	1.540129	9	5	0.6337037	-0.2640508	
20171228 054034	train.csv	xgboost_merror	todas	1	1	0.283745	0.6693768	1.17725	1.000974	1.518406	13	11	2.657104	-0.2615312	
20171228 054636	train.csv	xgboost_merror	todas	1	1	0.286313	0.7573679	1.026359	0.3288303	1.41615	7	6	0.7074223	-0.2641248	
20171228 055221	train.csv	xgboost_merror	todas	1	1	0.315033	0.5628781	0.868051	1.671145	1.456299	7	19	0.9091775	-0.2638698	
20171228 055813	train.csv	xgboost_merror	todas	1	1	0.2865786	0.8323673	1.149979	0.6345899	1.403739	10	5	0.6530478	-0.2696044	
20171228 063951	train.csv	xgboost_merror	todas	1	1	0.3115593	2.220446e-16	1.152516	0.0796228	1.564885	7	2	0.6804564	-0.283374	
20171228 073621	train.csv	xgboost_merror	todas	1	1	0.35	0.8053833	0.9072889	2.220446e-16	1.841572	6	2	0.783603	-0.2694942	
20171228 082541	train.csv	xgboost_merror	todas	1	1	0.25	0.8452831	1.2	0.06600527	1.055832	7	7	0.8532319	-0.2723822	
20171228 091638	train.csv	xgboost_merror	todas	1	1	0.2960375	0.6503668	1.041406	0.6266335	1.662458	8	3	0.9070442	-0.264234	
20171228 100850	train.csv	xgboost_merror	todas	1	1	0.2606613	0.8490338	1.147566	0.3040697	1.308544	6	5	0.7423582	-0.2669016	
20171228 110050	train.csv	xgboost_merror	todas	1	1	0.3346777	0.9023731	1.169336	0.08481494	1.062907	8	5	4.04786	-0.272345	
